transcript_id	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0070708	1263.73	604.93	660.56	2140.07	669.49	459.52
FBtr0070709	1267.15	720	1029.21	1644.61	806.13	1082.93
FBtr0070710	251.29	66.43	50.1	430.67	108.8	123.73
FBtr0070711	248.83	92.64	235.13	520.65	255.58	215.82
FBtr0070712	17	7	9	25	6	8
FBtr0070713	1	0	0	0	0	0
FBtr0070714	0	0	0	0	0	0
FBtr0070715	0	0	0	0	0	0
FBtr0070716	0	0	0	0	0	0
FBtr0070717	0	0	0	1	0	0
FBtr0070721	1	0	0	4	1	1
FBtr0070723	153.15	84.12	119.67	63.76	59.92	108.3
FBtr0070724	1280.81	303.33	443.98	0.19	0	92.34
FBtr0070725	82.91	0	0	172.28	64.58	0
FBtr0070727	122	27	62	111	36	39
FBtr0070731	0	0	0	0	0	0
FBtr0070734	0	0	0	0	0	0
FBtr0070735	0	0	0	0	0	0
FBtr0070736	1.03	0	0	0	0	0
FBtr0070738	0	0	0	6.03	0	0
FBtr0070739	0	2	3	4.04	0	0
FBtr0070740	0	0	0	0	0	5
FBtr0070741	15	1	0	15	6	2
FBtr0070742	133.31	11.44	15.16	29.29	26.94	15.16
FBtr0070748	919	245	397	978	271	304
FBtr0070749	0	0	3	2	0	0
FBtr0070750	0	0	0	0	0	0
FBtr0070751	525.09	255	376	605.81	258	295
FBtr0070752	18.51	0	0	109.82	38.83	0
FBtr0070753	33.25	0	24.29	65.16	10.83	0
FBtr0070755	0	0	0	0	0	0
FBtr0070756	661.5	286.6	380.15	612.97	204	213.64
FBtr0070757	2	2	1	3	1	0
FBtr0070758	20	3	6	25	9	3
FBtr0070759	24.57	3.15	6	27	10	4
FBtr0070762	1600.94	835	1158	1535.32	765	749
FBtr0070763	1333	416	630	1326	459	482
FBtr0070764	0	0	0	0	0	0
FBtr0070772	63.06	139.96	77.23	144.31	218.21	62.43
FBtr0070773	124.51	272.7	386.85	172.74	288.61	333.56
FBtr0070775	391.44	111.73	333.21	259.25	91.27	207.61
FBtr0070776	15	0	0	16	1	0
FBtr0070777	19529.39	8342.78	13284.43	41568.16	16087.41	15632.17
FBtr0070778	0	0	0	0	0	0
FBtr0070779	0	0	0	0	0	1
FBtr0070780	829.25	270	390.37	752.31	286	232
FBtr0070781	1.24	0	0	2.01	0	0
FBtr0070782	465	199	300	526	258	221
FBtr0070783	4152.24	1165	1521	4818.99	1514.62	1587
FBtr0070784	0	0	0	0	7.8	0
FBtr0070785	734	361	557	812	356.2	326
FBtr0070791	0	0	0	0	0	0
FBtr0070794	3939.5	1702.05	2247.1	5723.1	1764.3	1576.74
FBtr0070795	5260.05	751.81	867.97	2619.34	749.57	758.25
FBtr0070797	27	6	14	47	17	9
FBtr0070798	195	67.55	47.26	231	98	88
FBtr0070799	585.42	804.97	1068.32	2180.4	864.93	722.72
FBtr0070800	13208.03	5988.94	9533.44	27083.2	5915.7	8646.15
FBtr0070801	30948.21	8119.03	9886.12	20355.17	7977.51	10416.6
FBtr0070802	17	10	9	25	14	4
FBtr0070804	69.91	7.79	23.35	31.84	23.94	18.18
FBtr0070806	16	12	7.62	32.17	10.68	7
FBtr0070807	742.35	272.76	377.23	1009.53	356.4	379.37
FBtr0070808	44.17	14.44	36.36	39.25	9.97	14.3
FBtr0070809	964.17	471.51	597.1	2976.49	1017.51	890.79
FBtr0070813	1.02	0	1	1.07	1	0
FBtr0070814	0	2	3	3	1	1
FBtr0070815	1	0	0	0	0	0
FBtr0070816	0	0	0	0	0	0
FBtr0070817	0	0	0	0	0	0
FBtr0070818	0	0	0	0	0	0
FBtr0070819	0	0	0	0	0	0
FBtr0070820	2	0	0	0	1	0
FBtr0070821	485.25	73.82	115.53	609.52	210.2	187.34
FBtr0070822	37282.88	43411.47	61175.53	16399.04	32376.13	32629.6
FBtr0070823	2884.55	1239.86	1699.5	1335.69	940.59	1134.04
FBtr0070824	0	6.21	30.44	0	0	35.76
FBtr0070825	342.28	194.42	269.26	494.45	229.57	195.84
FBtr0070826	576.83	119.58	178.74	678.99	152.45	131.22
FBtr0070827	412.07	142.94	164.6	536.15	129.11	125.23
FBtr0070828	0	0	13.33	0	13.35	0
FBtr0070829	1006	358	462	1130	384	342
FBtr0070830	1945	730	1075	1748	811	801
FBtr0070832	97	24	43	97	33	25
FBtr0070833	6	5	2	3	5	4
FBtr0070836	11	2	3	8	8	0
FBtr0070837	2418.48	1159.6	1423.11	2285.81	536.93	1028.72
FBtr0070839	792.21	209.61	213.3	549.67	279.54	346.85
FBtr0070840	153.43	42.69	61.03	194.29	66.87	66.77
FBtr0070841	37.3	40.22	58.46	29.15	0	61.39
FBtr0070842	220.27	47.07	0	145.25	32.11	0
FBtr0070843	2217.62	941.33	1326.04	3070.56	1175.19	975.16
FBtr0070844	17.08	7.04	11.06	8.35	14.07	0
FBtr0070845	0	0	0	41.78	0	0
FBtr0070846	541.39	231	292	477	191	244
FBtr0070847	500	212	315	548	225	215
FBtr0070848	1635.92	452.41	756.47	2212.33	914	967.39
FBtr0070849	936	343	510	1047	342	469
FBtr0070850	8.92	5.31	7.18	0	2.67	4.87
FBtr0070851	0	0	0	0	7.94	0
FBtr0070852	108.08	43.69	55.82	162	37.39	60.13
FBtr0070858	297.13	117.81	131.15	374.64	25.35	84.71
FBtr0070859	276.34	81.21	111.8	208.48	63.34	64.93
FBtr0070860	317.21	68.79	70.81	242.4	48.89	56.94
FBtr0070861	15.69	7	12	12	4	5
FBtr0070862	1	0	1	1	1	3
FBtr0070863	1	0	2	2	1	1
FBtr0070864	1	0	0	0	0	0
FBtr0070865	0	0	0	0	0	0
FBtr0070866	2	1	0	7	0	1
FBtr0070867	183.08	35.93	28.55	215.07	59.57	33.65
FBtr0070871	0	0	0	0	0	0
FBtr0070872	0	0	0	0	0	0
FBtr0070873	0	0	1	0	2	0
FBtr0070874	670.82	200.01	314	643.94	273.47	259.83
FBtr0070875	23.18	6.99	0	51.06	7.53	23.17
FBtr0070877	6448.34	2195.82	3375.75	6658.58	2297.82	2432.74
FBtr0070878	37	10	14	15	3	5
FBtr0070879	0	0	1	1	0	0
FBtr0070880	1	0	0	0	0	0
FBtr0070881	0	0	0	1	0	0
FBtr0070884	288.41	46.69	74.24	147.77	44.65	44.14
FBtr0070886	0	0	0	0	0	0
FBtr0070887	5	0	2	2	0	0
FBtr0070888	3	1	0	4	0	0
FBtr0070889	0	12.43	12.29	0	24.6	24.82
FBtr0070890	0	1	0	0	0	0
FBtr0070891	0	0	0	1	0	0
FBtr0070892	1	1	0	0	0	0
FBtr0070893	8.89	0	0	0	2.17	8.05
FBtr0070894	1600	660	875	1827	648	552
FBtr0070895	1198	496	674	1401	422	432
FBtr0070896	1850.13	312.14	187.04	1530.7	374.3	187.36
FBtr0070897	795.57	343	488	984.18	374	397
FBtr0070898	216.66	131	128.5	164.27	102.73	98.89
FBtr0070899	1096	425	605	935	394	307
FBtr0070900	3	0	2	0	1	0
FBtr0070901	0	0	6	0	0	0
FBtr0070903	0	9	0	0	0	3.39
FBtr0070904	0.94	0	18	14.47	5.2	0
FBtr0070905	2190.56	828	1204	2730	1026.97	973
FBtr0070906	24.57	0	0	15.95	0	0
FBtr0070907	4173.43	1756	2350	5910.05	2269	1978
FBtr0070909	0.03	696.29	1103.04	94.45	1263.37	1038.06
FBtr0070910	3162.97	532.71	625.96	4525.55	446.63	532.94
FBtr0070912	1390.84	517.01	790.46	1845.2	549.41	539.37
FBtr0070913	27	26	20	31	15	7
FBtr0070914	1468.05	629	749	1311.04	499	480
FBtr0070915	13544.59	6011.15	7654.21	23609.8	4822.72	6633.43
FBtr0070916	490.71	41.59	92.79	575.34	51.7	73.06
FBtr0070918	475.21	239.99	331.54	507.8	246.59	230.63
FBtr0070921	512.42	302.76	381.25	685.3	223.96	229.91
FBtr0070922	192.51	83.99	112	277.75	110.99	97.97
FBtr0070923	0	0	0	0	0	0
FBtr0070924	88.91	38.41	63.49	93.64	22.77	45.08
FBtr0070925	512	230	308	591	235	218
FBtr0070926	18.91	9	9.34	6.36	6.53	3.14
FBtr0070930	2023.25	982.99	1360.58	2244.23	1023	921.62
FBtr0070932	4.21	1.01	0	0	0	0
FBtr0070933	11369	5018.1	7694.16	14218.63	5333.77	6297.48
FBtr0070937	2760	1460.09	2153.87	3099.47	1113.1	1247.16
FBtr0070938	3929	843.91	1046.13	4034.53	1362.9	1064.84
FBtr0070943	19	8	3	0	0	0
FBtr0070944	0	0	0	16	5	4
FBtr0070945	1697.47	102.5	0	0	46.9	0
FBtr0070946	0	0	0	39	0	0
FBtr0070947	31	10	23	0	6	10
FBtr0070948	2327.15	1471.24	2088.28	4742.63	2744.22	2038.56
FBtr0070950	738.21	413	463.91	1183.06	346	288
FBtr0070951	727.27	73.86	106.15	493.54	160.09	121.93
FBtr0070952	2785	1386	1806	2831	1271	1238
FBtr0070953	2445.59	986.17	1572.78	2642.18	1040.89	973.98
FBtr0070954	50.63	165.48	133.22	111.25	94.72	189.72
FBtr0070955	68.22	44.36	64.01	91.65	49.39	50.3
FBtr0070956	0	0	0	0	0	0
FBtr0070957	0	0	13.32	0	78.62	0
FBtr0070959	180.26	38.26	33.85	112.14	11.28	10.95
FBtr0070960	10	1	5	5	6	0
FBtr0070961	627.58	126.26	231.69	862.95	226.54	230.14
FBtr0070962	4592.8	1807.55	1688.65	5106.64	1949.46	1584.86
FBtr0070963	570	257	344	712	262	262
FBtr0070964	4234.95	2154.37	2400.64	4288.1	1606.83	1708.98
FBtr0070965	191.76	82.98	0	571.24	93.63	79.65
FBtr0070966	2256.32	0.07	299.94	1084.26	520.96	0
FBtr0070967	57.95	0	56.54	254.71	0	0
FBtr0070968	83.51	0	0	69.7	0	0
FBtr0070969	57	13	19	36	19	16
FBtr0070970	444	181	271	487	220	215
FBtr0070972	967.8	1004.89	1093.1	2261.45	1464.07	819.73
FBtr0070973	17	3	7	11	1	1
FBtr0070974	854.74	399	563	1253.37	464	421
FBtr0070978	69.8	8.17	15.47	12.06	14.26	13.53
FBtr0070980	31649.56	20757.15	29245.27	39467.59	22717.15	27768.12
FBtr0070981	834.41	227.14	326.13	834.73	314.01	304.74
FBtr0070982	66.05	6.16	6.36	65.84	3.37	6.2
FBtr0070983	446.82	34.55	43.24	0	65.46	17.88
FBtr0070984	0	0	0	0	0	0
FBtr0070985	194.33	68	106	1368.19	496	395.98
FBtr0070986	13.37	0	0	14.11	0	0
FBtr0070987	433.46	64.77	76.39	642.49	82.1	70.79
FBtr0070988	672.52	584.98	995.98	1673.35	980.21	807.64
FBtr0070989	114	67	82	100	45	50
FBtr0070990	30.31	6.67	11.05	28.92	6.63	6.68
FBtr0070991	2660.66	878	1242	3159	1011	915
FBtr0070992	543	170	251	684	212	209
FBtr0070993	1707	604	911	1853	538	711
FBtr0070994	866	444	599	1108	601	478
FBtr0070995	65.06	35.62	9.67	76.11	18.02	16.68
FBtr0071001	0	1	0	0	0	0
FBtr0071003	188	81	116	148	75	71
FBtr0071004	133	52	88	29	11	14
FBtr0071005	387.58	110.87	126.03	485.61	213.15	181.76
FBtr0071006	132.06	7.58	6.55	59.69	11.27	7
FBtr0071007	15.91	0	2.53	37.43	5.95	6.11
FBtr0071008	57.59	17	23.97	72.07	13.55	13.89
FBtr0071009	27.79	4.06	4.02	0	0	0
FBtr0071010	0	0	0	0	0	0
FBtr0071013	7	0	0	0	0	0
FBtr0071014	0	1	2	6	1	0
FBtr0071015	1025.53	434	656	1325	529	520
FBtr0071017	0	0	0	0	0	0
FBtr0071018	515.47	183	254	477	201	201
FBtr0071019	233.15	115.84	146.81	314.77	146	116
FBtr0071020	278	83	103	335	101	107
FBtr0071032	49	24	24	32.7	20	13
FBtr0071033	401.64	175.76	257	405.33	195	201
FBtr0071035	0	3	1	2	1	0
FBtr0071036	93.67	12.64	16.7	58.33	18.32	8.44
FBtr0071037	10.95	0	0	0	0	0
FBtr0071038	406	144	192	378	124	150
FBtr0071039	532.16	204	278.79	583	199	198.28
FBtr0071040	623.21	224.83	323.74	424.64	175	202.65
FBtr0071041	160	56	74	126	51	59
FBtr0071042	998.16	305.37	451.19	1354.56	422.29	359.45
FBtr0071046	1	0	1	1	0	0
FBtr0071047	0	0	0	0	18.21	0
FBtr0071048	513.87	144	199	921.46	322	232
FBtr0071049	1111	313	433	936	297	261
FBtr0071051	41.02	6	21	33.29	10	6
FBtr0071052	7.12	2	4.5	12.22	0	2
FBtr0071053	2.76	0	0	11.57	7	0
FBtr0071054	0	0	0	1	0	0
FBtr0071055	2	2	0	6	0	0
FBtr0071056	1	0	0	2	0	0
FBtr0071057	8.99	2	0.58	0	1.99	6
FBtr0071058	1	0	0	0	1	0
FBtr0071059	0	0	0	0	2	0
FBtr0071060	3	0	2	6	1	2
FBtr0071063	7	0	0	13	2	1
FBtr0071064	2.69	0	3	0	3.65	4
FBtr0071065	541	175	199	665	177	171
FBtr0071066	495.12	147.8	246.96	584.61	157.09	184.62
FBtr0071067	39	4	4	54	15	7
FBtr0071068	4986.14	1858.63	2437.06	8146.48	2839.62	2202.62
FBtr0071070	1047	361	484	880	377	353
FBtr0071071	916	456	717	993	476	427
FBtr0071072	271.83	159.33	219.84	415.65	167.18	192
FBtr0071073	1573.75	693.23	961.86	1663.1	602.51	644.71
FBtr0071074	0	0	0	0	0	0
FBtr0071075	0	0	0	0	0	0
FBtr0071076	469.01	200	286.66	514.01	192	220
FBtr0071077	583	253	326	684	272	280
FBtr0071078	0	1	0	8.36	2	2
FBtr0071079	562.34	342.42	453.38	1015.87	508.53	469.42
FBtr0071081	4	0	0	4	0	0
FBtr0071083	107	13	26	198	43	23
FBtr0071087	2	0	0	0	0	0
FBtr0071088	101	33	38	130	42	42
FBtr0071089	1700.35	809	1091.44	1843.07	821.3	826.39
FBtr0071090	778	314	412	1078	344	373
FBtr0071091	5010	1884	2456	3905	1343	1567
FBtr0071092	634.07	858.23	1129.11	2023.93	1089.39	921.73
FBtr0071093	1068	336	535	1457	382	419
FBtr0071094	30784.07	15157.06	21390.45	37399.93	15058.01	19722.03
FBtr0071095	102.35	13.6	32.7	67.26	25.18	16.34
FBtr0071096	7685.96	3412.34	4341.85	8244.57	3517.81	4088.64
FBtr0071099	3	5	3	3	2	1
FBtr0071101	0	0	0	1.91	3.73	0
FBtr0071102	80.44	12.29	24.5	25.79	0	7.04
FBtr0071105	4136.56	1525.48	1455.15	9106.9	2871.32	2718.95
FBtr0071106	0	0	0	3	0	0
FBtr0071107	1993.79	835.52	904.65	2847.4	1059.94	731.46
FBtr0071108	0	0	325.08	0	0	198.29
FBtr0071109	171.64	37.98	29.67	150.58	44.25	44.38
FBtr0071110	136.43	36.09	23.01	173.08	59.98	40.61
FBtr0071111	16.32	57.93	89.33	108.33	36.77	48.01
FBtr0071112	1550.81	267.74	445.15	1644.15	368.73	372.61
FBtr0071113	126.2	0	66.65	86.8	38.99	75.07
FBtr0071114	630.99	228.26	296.2	1354.05	438.27	336.32
FBtr0071116	18	10	14	23	10	8
FBtr0071117	1396	501	761	1472.24	508	498
FBtr0071118	3021.12	244.86	271.38	924.17	189.91	89.36
FBtr0071119	5796.49	2819.3	3858.8	8350.5	4255.8	3092.91
FBtr0071120	0	0	0	1450.71	0	0
FBtr0071121	2872.45	372	426.36	2588.12	710.34	586.64
FBtr0071122	168.75	191.02	68.1	173.68	96.98	0
FBtr0071123	23	6	11	43	14	9
FBtr0071124	12	2	7	14.4	5	4
FBtr0071125	1898.49	718.9	1061.89	2127.19	958.86	787.61
FBtr0071126	0	6.39	4.39	46.62	0	0
FBtr0071127	25	10	22	23.6	9	4
FBtr0071129	4560.11	2283.98	3058.15	5850.62	2135	2330.3
FBtr0071130	3518.89	938.02	1493.85	4656.38	1465	1320.7
FBtr0071131	206.02	73.96	85.86	13.72	85.89	173.37
FBtr0071132	6066.98	930.47	1255.95	6796.96	1388.59	947.26
FBtr0071133	63	18	31	43	25	19
FBtr0071134	9.53	13.38	22.21	13.27	6.89	16.76
FBtr0071135	54391.25	30266.58	43327.85	78974.35	33228.99	40957
FBtr0071136	43.28	8.42	11.15	4.65	3.01	0
FBtr0071140	583.45	215.95	317.06	681.55	209.89	262.42
FBtr0071141	10.29	2.02	7.44	7.67	4.21	3.61
FBtr0071142	276	91	134	201	68	61
FBtr0071143	634.38	239	332	741	323	288
FBtr0071145	0	0	0	0	0	0
FBtr0071146	0	0	0	0	0	0
FBtr0071147	0	0	0	0	0	0
FBtr0071150	0	0	0	0	0	0
FBtr0071151	314.78	154.66	224.15	474.74	207.76	197.95
FBtr0071152	807	338	474	1011	366	387
FBtr0071153	110	53	74	113	54	38
FBtr0071155	286	127	187	316	139	139
FBtr0071157	111	47	59	115	0	45
FBtr0071158	277	169	241	336	141	136
FBtr0071160	1	0	0	3	0	1
FBtr0071166	525	160	204	576	133	140
FBtr0071167	5780.24	2538.73	3629.01	5921.34	2425.32	2325.26
FBtr0071168	1432.34	769.01	1010.46	979.94	509.64	603.05
FBtr0071169	19.8	21.72	34.94	17.25	14.54	0
FBtr0071170	0	0	0	0	0	0
FBtr0071171	183.63	15.02	34.86	127.89	44.85	39.98
FBtr0071173	0	0	0	2	0	0
FBtr0071174	1161.88	568.09	730.92	1651.25	897.7	555.89
FBtr0071175	1947	973	1277	1985	826	879
FBtr0071178	23.3	4	6	15.33	5.11	4
FBtr0071179	77	25	28	68	21	20
FBtr0071180	3308.17	1665.79	2303.84	3782.22	1893.33	1830.21
FBtr0071181	180.83	52.21	166.16	526.78	269.67	135.79
FBtr0071183	303.95	147.56	222.53	172.77	114.49	129.16
FBtr0071184	2.63	50	99.81	140.27	38.9	41.83
FBtr0071185	22.75	34.03	47.24	39.83	37.17	27.17
FBtr0071186	8	1	0	5	4	2
FBtr0071187	0	0	0	2	0	1
FBtr0071188	280	102	140	332.61	123	85
FBtr0071189	43.67	20	18	23	10	14
FBtr0071190	1030	487	724	1143	509	504
FBtr0071191	177.59	51.33	83.85	187.58	67.4	56.83
FBtr0071192	162.62	443.26	617.56	759.86	608.01	480.31
FBtr0071193	49.59	20.19	29	41	27	21
FBtr0071194	485.12	237	298	629	257	242
FBtr0071197	1779.72	868.6	1279.97	1547.67	761.59	953.81
FBtr0071198	281.36	116	156	404	136	121
FBtr0071201	6.23	0	0	1.55	4	1
FBtr0071202	9	2	4	9	3	1
FBtr0071203	1	0	0	1	1	0
FBtr0071204	0	1	0	0	0	0
FBtr0071207	0	0	0	0	0	0
FBtr0071208	659.56	1039.78	1916.75	948.73	1262.91	1338.88
FBtr0071209	3777.28	461.81	316.77	2497.35	456.2	745.05
FBtr0071212	39.11	24.38	8.11	17.96	34.44	72.54
FBtr0071213	351.13	49.04	66.72	221.5	34.15	52.83
FBtr0071214	416.6	73.17	36.56	325.71	82.13	35.3
FBtr0071215	59.75	29.02	53.27	30.83	50.48	78.83
FBtr0071216	2237.96	1469.13	800.21	5226.19	1234.62	1526.37
FBtr0071217	337.85	729.07	1289.77	578.03	829.01	796.82
FBtr0071218	307.31	334.09	428.29	591.97	247.12	214.96
FBtr0071219	0	0	0	0	0	0
FBtr0071220	3283.54	2444.22	3238.62	3669.77	2517.2	2292.78
FBtr0071221	229.14	162	277	492.43	210	220
FBtr0071222	2667.51	797.57	1073.44	2377.23	825.41	746
FBtr0071223	194	38	68	253	55	66
FBtr0071224	1	0	1	0	2	0
FBtr0071225	664.64	215	339	590.3	181	205
FBtr0071228	3269	1170	1714	5322	1854	1465
FBtr0071230	0	31	0	0	13	0
FBtr0071231	0	0	0	0	0	0
FBtr0071232	4	0	1	15	0	1
FBtr0071233	1299.21	279	379	1438	305	310.8
FBtr0071234	980	528	612	1102	516	501
FBtr0071235	34.13	9	12	37	14	10
FBtr0071236	0	0	0	0	0	0
FBtr0071237	14.41	0	0	14.41	0	13.8
FBtr0071238	0	0	0	0	0	0
FBtr0071239	12.56	0	0	5.04	0	0
FBtr0071240	39	7	15	257	91	95
FBtr0071241	330.64	111	167	331	97	128
FBtr0071242	2765.46	1355.46	2172.42	2697.33	1139.89	1204.51
FBtr0071243	6.44	1	1.48	0	1	0
FBtr0071244	0	5	8	14.01	7	6
FBtr0071245	268	97	147	264	110	119
FBtr0071246	535.76	108.78	125.03	141.75	26.8	33.51
FBtr0071248	0	0	0	0	0	0
FBtr0071249	20696	10180	14282	14875	7304	7381
FBtr0071250	1026.72	385.85	528.2	1312.74	427.32	451.19
FBtr0071251	344	91	180	481	130	138
FBtr0071253	1419.73	807.72	1272.08	1884.53	908.17	783.75
FBtr0071254	0	0	0	0	0	0.01
FBtr0071255	2089.73	961.84	1477.84	3247.22	1147.16	1323.43
FBtr0071263	1345	602	919	1930	796	763
FBtr0071264	0	0	2	1	0	0
FBtr0071265	41.51	29.79	24.81	33.46	28.39	17.78
FBtr0071266	3124.66	1012.11	1638.89	3958.12	1245.22	1104.29
FBtr0071267	57.49	44.67	50.16	46.91	16.7	39.79
FBtr0071268	284.87	95.61	166	391.56	126.07	171.8
FBtr0071269	21220.85	2834.68	3030.96	18541.32	2508.39	2329.75
FBtr0071270	2.75	0	0.3	2.04	0	0
FBtr0071271	32.03	0	0	127.5	0	0
FBtr0071272	22.87	38.22	0	146.3	52.11	0
FBtr0071273	723.26	174.61	265.12	1910.29	440.41	265.01
FBtr0071274	2461.97	324.88	464.92	2756.73	379.32	398.69
FBtr0071275	1672.75	281.92	354.4	2424.14	417.17	322.25
FBtr0071276	0	5284.87	6225.78	870.34	4337.39	5489
FBtr0071277	2367.32	1751.12	3967.29	4605.89	2095.62	1258.49
FBtr0071278	12808.38	6178.43	8284.74	11543.37	6634.57	6160.67
FBtr0071279	12	2	1	0	0	0
FBtr0071280	858.94	429.15	634.8	1045.29	364.21	308.49
FBtr0071281	565.15	347.67	375.57	829.89	272.43	363.91
FBtr0071284	22.26	9.84	0	11.11	0	9.9
FBtr0071285	354.03	88.28	62.74	435	59.49	0
FBtr0071286	196	93	128	320	84	116
FBtr0071287	12.57	0	0	0	0	0
FBtr0071288	18.43	5	3	22	4	7
FBtr0071289	9405	4437	6102	8847	4189	4299
FBtr0071293	327	97	104	304	91	102
FBtr0071294	2.59	0	0.06	0.3	0	0
FBtr0071295	57.51	94.14	0.13	15.23	46.37	264.79
FBtr0071296	41.47	0	93.85	15.76	0	0
FBtr0071297	856.82	149.19	164.27	728.66	171.16	35.05
FBtr0071298	1156.3	403.48	918.14	2141.4	801.77	785.68
FBtr0071299	1425.66	575	744	1604.18	599	525
FBtr0071300	2358.03	1122	1354	2937	1295	983
FBtr0071302	39.52	16.92	17.55	40.1	15	22
FBtr0071303	227.54	125.04	221.32	137.21	140.52	120.26
FBtr0071304	0	0	0	0	1	0
FBtr0071305	530	187	294	540	212	238
FBtr0071306	151.14	60.59	78.06	158.21	52.73	56.48
FBtr0071307	0	0	1	0	0	0
FBtr0071308	1	0	0	0	0	0
FBtr0071309	2	1	0	1	0	0
FBtr0071310	2	2	3	1	0	0
FBtr0071311	3	0	0	2	0	1
FBtr0071313	382.27	137.98	158.22	332.16	147.16	140.11
FBtr0071314	0	0	0	0	0	0
FBtr0071315	706.87	373.67	584.74	1272.3	575.79	578.99
FBtr0071316	0	91.68	176.4	234.58	203	170.01
FBtr0071317	610.33	308.69	420.57	801.89	324.06	276.08
FBtr0071318	0	0	0	2.55	0	0
FBtr0071319	0	122.52	214.68	193.2	158.39	155.71
FBtr0071320	341.5	154	174	415.11	205	140
FBtr0071321	453.94	300	334.8	664.34	414	320.64
FBtr0071324	460	200	308	622	257	230
FBtr0071326	4424.94	1903	2517	4572	1995	1687
FBtr0071327	0	0	0	0	0	0
FBtr0071328	27.95	11.16	5.13	57.34	18.09	8.05
FBtr0071329	0	0	0	0	0	0
FBtr0071331	0	0	5.87	26.14	5.91	0
FBtr0071332	280.02	0	0	454.91	0	0
FBtr0071333	1	2	2	6	1	1
FBtr0071334	3950	1366	1795	4493	1379	1414
FBtr0071335	0	0	0	0	0	0
FBtr0071336	4	1	0	2	0	0
FBtr0071338	5914	2836	3792	9637	4678	4168
FBtr0071339	0	15.24	18.97	72.57	14.88	14.11
FBtr0071340	228.86	54.17	82.97	136.22	41.39	46.41
FBtr0071341	0	1	1	1	1	0
FBtr0071342	654.31	275	408	776.2	342	320
FBtr0071343	491.37	136.56	158.87	420.39	104	135.52
FBtr0071344	5100	2306	3178	5797	2337	2490
FBtr0071345	8929.58	5915.03	8428.54	8891.41	5998.7	6294.37
FBtr0071346	58.83	9.18	32.62	228.14	41.15	21.96
FBtr0071347	106.14	29.28	14.37	24.37	32.32	64.15
FBtr0071348	220	97	158	281.49	97	97
FBtr0071349	249.4	58.84	89.84	338.14	100.52	97.83
FBtr0071350	1410.15	664.82	925.46	1638.99	680.11	751.42
FBtr0071351	428.02	70.34	79.38	244.79	280.34	207.08
FBtr0071352	0	112.97	88.9	702.47	66.68	144.19
FBtr0071353	356	141	185	418	145	145
FBtr0071356	1.76	0	0.68	0	0	1.47
FBtr0071357	207.46	61.78	27.01	195.37	27.26	54.75
FBtr0071358	529.52	140	197	414.09	149	158
FBtr0071360	31630.4	9310.02	13425.8	42670.86	10677.69	13327.93
FBtr0071361	1478.78	693.99	956.34	1681.47	749.07	677.74
FBtr0071362	1478.78	693.99	956.34	1681.47	749.07	677.74
FBtr0071363	1010.63	434	649	1190.03	457	405
FBtr0071366	2325.26	1076.56	1465.49	2553.7	1013.86	1254.2
FBtr0071367	33.13	44.04	88	63.39	58.22	49.86
FBtr0071368	900.37	302	440	828.97	287	274
FBtr0071371	143.38	42	38	174	40	55
FBtr0071372	2724.61	2205.56	3200.25	3323.65	1450.22	1596.72
FBtr0071373	3.98	1	1.08	3.57	0.55	0.54
FBtr0071374	6.02	0	2.92	1.27	1.45	1.46
FBtr0071379	5.46	0	0	10.85	0	0
FBtr0071381	0	0	0	0	0	0
FBtr0071386	6.03	1.75	1.52	3.06	0.51	3.51
FBtr0071387	0	1	0	0	0	0
FBtr0071388	2	0	1	1	0	0
FBtr0071389	1	1	0	0	0	1
FBtr0071390	0	0	0	2	0	0
FBtr0071391	19.7	12.03	7.42	0	0	6.7
FBtr0071392	27.3	12.97	15.58	29	10	6.3
FBtr0071393	104	38.44	48	48.98	17	21
FBtr0071394	0	0	0	0	0	0
FBtr0071395	0	0	0	0	0	0
FBtr0071397	0	0	1	1	1	0
FBtr0071398	0.72	0	0	1	0	1
FBtr0071402	2103.59	2532.01	3052.01	3820.94	3500.5	2730.46
FBtr0071403	3	2	2	6	3	2
FBtr0071404	176.83	136.64	237.32	590.16	175.52	93.93
FBtr0071405	69	0	0	89.99	0	19.64
FBtr0071406	873.72	330.61	397.6	759.74	483.98	363.18
FBtr0071407	190	54.41	27.75	230.67	68.3	40.28
FBtr0071408	0	0	0	0	0	0
FBtr0071410	0	0	0	0	0	0
FBtr0071411	0	0	0	0	0	0
FBtr0071412	0	0	0	0	0	0
FBtr0071415	355	120	166	431.96	0	127
FBtr0071419	1	1	2	6	0	1
FBtr0071420	2	0	0	0	0	0
FBtr0071421	0	0	0	4.55	0	0
FBtr0071422	5.81	0.39	2.27	0	1.57	4
FBtr0071423	0	0	2.07	0	0	0
FBtr0071424	2	3	1	2	3	0
FBtr0071429	0	0	0	0	0	0
FBtr0071430	679.09	273	404	860	332.03	360.98
FBtr0071438	1787.57	810.62	1123.79	1942.57	648.6	736.48
FBtr0071439	680.69	604.32	728.04	862.1	696.35	621.56
FBtr0071441	612.15	241	322	529	204	236
FBtr0071444	2446.85	1070	1533	3084.46	1261	1207
FBtr0071445	20	6	10	26	13	5
FBtr0071446	29.95	8.31	0	40.51	0	0
FBtr0071447	1550.09	538.94	755.44	1828.01	553.83	555.24
FBtr0071448	1.36	0	1	0	0	0
